DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-2.744e-3,-1.04096
,0.1,-0.33342,-1.46103
,0.2,-0.57279,-2.26314
,0.3,-0.1441,-1.56775
,0.4,1.11456,-0.91066
,0.5,-0.8229,-1.1356
,0.6,-3.07778,-0.90771
,0.7,-2.75306,-1.20541
,0.8,-2.55993,-0.91203
,0.9,-2.16177,-1.36299
,1,-5.97578,-2.30402
,1.1,-8.00489,-4.97834
,1.2,-9.73551,-5.81411
,1.3,-12.3493,-6.6585
,1.4,-14.5703,-6.66305
,1.5,-16.4403,-7.01533
,1.6,-19.1232,-7.696
,1.7,-21.8955,-8.69038
,1.8,-24.499,-9.21418
,1.9,-27.2875,-7.91645
,2,-29.9638,-12.0311
,2.1,-30.8153,-12.9724
,2.2,-32.9007,-13.0677
,2.3,-34.1514,-12.9885
,2.4,-32.6557,-12.8488
,2.5,-32.7215,-12.9156
,2.6,-33.0068,-13.1504
,2.7,-33.0753,-12.9466
,2.8,-33.9032,-13.243
,2.9,-32.0108,-12.9289
,3,-30.4344,-12.1352
,3.1,-29.2238,-12.019
,3.2,-27.3532,-10.9254
,3.3,-26.7747,-11.3422
,3.4,-23.31,-10.3313
,3.5,-20.2348,-10.5087
,3.6,-19.4652,-9.77865
,3.7,-16.3505,-9.12822
,3.8,-14.4508,-6.32446
,3.9,-12.1328,-6.5606
,4,-9.21947,-5.26736
,4.1,-8.26928,-5.37511
,4.2,-5.12124,-3.76888
,4.3,-4.29204,-3.55618
,4.4,-4.08409,-2.80243
,4.5,-2.15805,-2.90381
,4.6,-1.04355,-2.5816
,4.7,-1.88878,-2.93198
,4.8,-0.83294,-2.18014
,4.9,-1.6037,-2.32933
,5,-0.54644,-2.4433
,5.1,-4.03153,-0.78647
,5.2,-4.14128,-0.93473
,5.3,-6.394,-3.01379
,5.4,-7.67464,-3.81836
,5.5,-9.97581,-6.00611
,5.6,-9.76966,-5.445
,5.7,-10.4639,-5.98335
,5.8,-12.1442,-5.99665
,5.9,-13.7108,-6.09855
,6,-11.8792,-6.05217
,6.1,-10.4281,-4.38095
,6.2,-10.8511,-4.83258
,6.3,-11.6202,-4.7457
,6.4,-11.0578,-5.80085
,6.5,-11.498,-6.11334
,6.6,-10.7181,-4.753
,6.7,-11.0292,-5.96822
,6.8,-10.8025,-5.62777
,6.9,-10.8356,-6.02789
,7,-9.49303,-6.11337
,7.1,-10.0499,-5.73207
,7.2,-8.74841,-5.39812
,7.3,-9.16428,-5.21304
,7.4,-9.08877,-5.30727
,7.5,-8.15114,-3.84452
,7.6,-6.87454,-4.14192
,7.7,-5.89397,-3.87477
,7.8,-4.33042,-3.06195
,7.9,-4.00951,-4.96335
,8,-2.82877,-2.59439
,8.1,-1.55583,-3.81808
,8.2,-1.21368,-3.78459
,8.3,-1.16903,-2.65173
,8.4,-1.61557,-4.08104
,8.5,-0.629,-2.68994
,8.6,-0.404,-3.34886
,8.7,-1.07814,-3.47714
,8.8,-1.13157,-2.53927
,8.9,-0.26164,-2.42405
,9,-0.9323,-3.18713
,9.1,-0.8868,-2.88289
,9.2,-0.37988,-2.50792
