DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-1.00251,-2.43074
,0.1,-0.41353,-2.86459
,0.2,-0.54412,-2.61008
,0.3,-1.25557,-2.77736
,0.4,-1.36255,-2.88733
,0.5,-0.45725,-2.66039
,0.6,-1.62418,-3.08255
,0.7,-2.81688,-3.5198
,0.8,-3.13587,-1.9347
,0.9,-3.60588,-2.66584
,1,-6.19778,-4.41946
,1.1,-8.07647,-4.8381
,1.2,-9.69859,-5.87398
,1.3,-11.2596,-6.91522
,1.4,-14.8596,-7.54296
,1.5,-18.2809,-8.33463
,1.6,-19.3147,-10.4195
,1.7,-20.1984,-8.98465
,1.8,-20.5101,-7.37156
,1.9,-20.8082,-9.45501
,2,-19.6695,-9.60206
,2.1,-18.9058,-9.27052
,2.2,-18.6658,-9.4175
,2.3,-17.078,-8.696
,2.4,-16.7098,-8.56568
,2.5,-15.2317,-10.3543
,2.6,-14.79,-8.23217
,2.7,-14.1967,-8.26219
,2.8,-14.4839,-8.25127
,2.9,-11.756,-7.8647
,3,-11.6565,-7.15866
,3.1,-10.3039,-7.39936
,3.2,-9.43876,-6.16312
,3.3,-7.19114,-6.22821
,3.4,-7.12956,-5.68477
,3.5,-6.85288,-5.32069
,3.6,-5.12814,-4.64331
,3.7,-5.63693,-3.65634
,3.8,-5.4587,-4.28906
,3.9,-4.35209,-4.19436
,4,-1.57368,-3.61261
,4.1,-1.10492,-3.74815
,4.2,-1.46204,-2.92991
,4.3,-1.20875,-3.70986
,4.4,-0.43967,-3.41574
,4.5,-0.73831,-2.45935
,4.6,-0.3495,-3.79231
,4.7,-1.2279,-2.37547
,4.8,-0.32473,-2.52149
,4.9,-0.54013,-3.75387
,5,-1.24418,-3.10062
,5.1,-1.27505,-3.83669
,5.2,-1.25818,-3.82346
,5.3,-0.61589,-3.52504
,5.4,-2.68332,-4.01262
,5.5,-3.10483,-3.43726
,5.6,-4.92228,-3.01075
,5.7,-5.95157,-4.76759
,5.8,-6.55483,-6.26542
,5.9,-7.54769,-5.8248
,6,-10.8867,-6.5837
,6.1,-10.908,-6.99998
,6.2,-11.0491,-7.03937
,6.3,-12.8041,-6.33883
,6.4,-13.0201,-7.65649
,6.5,-13.5641,-7.03362
,6.6,-14.0258,-7.94049
,6.7,-14.3234,-7.80146
,6.8,-15.5302,-8.69331
,6.9,-15.9462,-8.30556
,7,-16.2779,-8.73123
,7.1,-17.4084,-8.4374
,7.2,-17.7643,-9.40284
,7.3,-20.2688,-9.45535
,7.4,-19.8911,-10.4295
,7.5,-20.1881,-10.4144
,7.6,-19.3448,-10.5734
,7.7,-17.962,-9.30417
,7.8,-15.1163,-7.1414
,7.9,-14.1251,-7.6812
,8,-12.4899,-6.36124
,8.1,-11.1703,-5.35789
,8.2,-10.1156,-6.78306
,8.3,-7.23319,-3.60036
,8.4,-5.12925,-2.27673
,8.5,-2.60029,-2.20698
,8.6,-2.52243,-2.67869
,8.7,-2.90647,-3.33721
,8.8,-1.66494,-2.63382
,8.9,-0.52285,-3.46829
,9,0.79158,-2.43876
,9.1,-0.33486,-1.59255
,9.2,0.33428,-1.60395
