DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-1.06293,-4.05124
,0.1,-0.75027,-2.55164
,0.2,-0.32298,-1.89295
,0.3,-2.15916,0.43437
,0.4,-1.67123,-2.39395
,0.5,-1.70096,-2.42327
,0.6,-7.46863,-4.28651
,0.7,-12.6913,-6.91722
,0.8,-15.0035,-8.01467
,0.9,-16.948,-8.34539
,1,-21.7194,-10.2715
,1.1,-28.9301,-10.9625
,1.2,-34.1235,-13.6933
,1.3,-37.5901,-14.8096
,1.4,-38.5686,-15.4012
,1.5,-39.0287,-14.863
,1.6,-41.4338,-14.9089
,1.7,-42.2586,-14.3471
,1.8,-41.8119,-14.1559
,1.9,-42.2816,-13.4008
,2,-42.535,-13.4163
,2.1,-42.384,-12.1898
,2.2,-42.914,-13.6026
,2.3,-42.3013,-13.311
,2.4,-42.1141,-12.8114
,2.5,-41.5686,-12.4209
,2.6,-41.976,-13.2359
,2.7,-39.8566,-11.4323
,2.8,-39.5694,-11.8493
,2.9,-36.6132,-10.5077
,3,-35.7212,-10.016
,3.1,-32.8513,-10.1276
,3.2,-30.9844,-9.3904
,3.3,-28.0575,-9.07935
,3.4,-24.3001,-9.56356
,3.5,-21.6705,-10.0445
,3.6,-19.536,-8.92311
,3.7,-16.7363,-7.66917
,3.8,-14.2192,-8.12786
,3.9,-11.9242,-6.39548
,4,-9.25616,-4.94281
,4.1,-6.23554,-3.35614
,4.2,-2.65361,-2.31574
,4.3,-0.68499,-1.95753
,4.4,-0.9328,-1.94366
,4.5,-0.98935,-1.70852
,4.6,-0.40665,-3.11372
,4.7,-1.06579,-2.96459
,4.8,-0.51424,-0.62556
,4.9,-0.5314,-3.29054
,5,-2.19788,-2.55878
,5.1,-1.75235,-2.29109
,5.2,-4.15531,-1.54784
,5.3,-6.37399,-3.30683
,5.4,-8.64447,-3.1932
,5.5,-10.3401,-4.04726
,5.6,-12.1403,-5.03023
,5.7,-13.5748,-5.74026
,5.8,-11.4673,-5.23038
,5.9,-12.186,-5.7492
,6,-11.9774,-5.33197
,6.1,-11.336,-4.84603
,6.2,-12.8165,-5.9727
,6.3,-11.6513,-6.0283
,6.4,-11.1399,-5.25553
,6.5,-10.4465,-5.14796
,6.6,-9.21205,-3.78893
,6.7,-9.74441,-2.73336
,6.8,-9.89691,-4.07041
,6.9,-9.23677,-4.33154
,7,-9.23262,-3.81248
,7.1,-9.12721,-3.79958
,7.2,-9.31192,-5.332
,7.3,-8.82852,-4.07566
,7.4,-7.95438,-4.08938
,7.5,-7.69731,-4.06437
,7.6,-7.15836,-2.71859
,7.7,-4.79118,-2.10647
,7.8,-3.08417,-3.11029
,7.9,-2.7271,-3.03522
,8,-2.09326,-0.61949
,8.1,-1.06539,-2.31083
,8.2,-1.32461,-4.82414
,8.3,-1.25945,-2.97494
,8.4,-1.19809,-3.24972
,8.5,-1.33025,-2.17478
,8.6,-0.38383,-2.61705
,8.7,-1.09206,-2.26667
,8.8,-0.7581,-2.7994
,8.9,-1.47642,-3.92684
,9,-0.97482,-4.06392
,9.1,-0.76535,-2.82389
,9.2,-0.55169,-2.56746
,9.3,-0.86353,-3.34667
