DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,1.03547,0.64545
,0.1,1.66392,1.16938
,0.2,2.98779,1.11067
,0.3,1.07718,-8.2397e-2
,0.4,2.73626,0.58087
,0.5,1.46702,0.53382
,0.6,5.36402,1.23471
,0.7,5.94172,1.75746
,0.8,7.43899,3.25114
,0.9,8.92499,1.89778
,1,10.1738,2.71765
,1.1,10.5143,2.21326
,1.2,10.7352,4.59305
,1.3,12.2278,4.05353
,1.4,13.2256,3.84443
,1.5,13.869,4.1512
,1.6,13.057,4.59002
,1.7,14.6078,3.91485
,1.8,13.7257,3.88925
,1.9,14.6963,4.35897
,2,15.7527,4.42191
,2.1,16.9041,3.59403
,2.2,17.256,2.93961
,2.3,16.7422,2.13473
,2.4,17.6296,0.66268
,2.5,17.6391,1.54368
,2.6,17.9275,1.84887
,2.7,17.7367,2.17452
,2.8,15.8509,0.90077
,2.9,15.1502,0.803
,3,15.2377,0.90537
,3.1,14.4719,0.67243
,3.2,14.4818,-1.04666
,3.3,13.6474,-0.56031
,3.4,13.8907,7.9216e-2
,3.5,13.0082,-1.20446
,3.6,10.9556,-1.04528
,3.7,10.6285,-1.36216
,3.8,7.33395,-1.96661
,3.9,5.97935,-2.08919
,4,3.96942,-2.15019
,4.1,3.60745,-0.18188
,4.2,2.23303,-0.44754
,4.3,3.22683,0.25879
,4.4,0.5721,0.29667
,4.5,1.78308,1.56864
,4.6,1.01795,-0.4905
,4.7,1.86738,-0.33566
,4.8,4.16584,0.69873
,4.9,4.90984,0.94227
,5,7.54586,0.84998
,5.1,8.34431,1.52135
,5.2,10.5717,3.21736
,5.3,12.06,3.32867
,5.4,12.8165,4.64464
,5.5,12.8347,4.61851
,5.6,11.9225,4.9592
,5.7,13.2866,4.98838
,5.8,12.8679,4.36735
,5.9,11.7975,4.9754
,6,12.8649,4.8471
,6.1,13.3085,4.9491
,6.2,11.9735,4.07426
,6.3,12.5799,4.6234
,6.4,11.8938,3.83153
,6.5,12.5427,3.28302
,6.6,12.9632,4.14917
,6.7,10.9379,3.47876
,6.8,9.44845,1.61863
,6.9,5.93087,1.49261
,7,5.26861,-0.50131
,7.1,4.1195,-0.97751
,7.2,3.61907,-7.069e-3
,7.3,4.52308,-1.75568
,7.4,3.29377,-0.49728
,7.5,3.80626,-0.0773
,7.6,1.32065,0.54482
,7.7,1.66552,-0.24538
,7.8,2.15068,0.33327
,7.9,0.50132,1.41393
,8,-1.06881,2.59611
,8.1,0.14308,1.38466
,8.2,-1.07398,1.74174
,8.3,-1.22106,2.7292
,8.4,-2.95845,1.76623
,8.5,-4.09705,1.91583
,8.6,-5.02635,2.09321
,8.7,-2.91137,1.35736
,8.8,-1.43517,1.29481
,8.9,0.54692,1.94443
,9,1.53643,0.88211
,9.1,2.32158,0.6016
,9.2,3.72701,2.56262
,9.3,3.72825,1.41773
,9.4,5.3483,1.85845
,9.5,4.7228,1.94408
,9.6,5.95562,0.98524
,9.7,5.44069,2.32672
,9.8,6.85802,1.8374
,9.9,8.80714,0.74464
,10,8.25127,2.07835
,10.1,9.92035,1.59209
,10.2,10.2435,2.81773
,10.3,11.199,2.9137
