DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,0.38177,0.83771
,0.1,-0.20276,1.26405
,0.2,0.26849,1.14244
,0.3,0.62016,1.13548
,0.4,0.85833,2.02167
,0.5,4.28261,3.07243
,0.6,6.52544,2.19705
,0.7,7.18699,2.9083
,0.8,8.5581,2.95288
,0.9,8.71432,3.54681
,1,11.4038,4.25672
,1.1,10.1214,4.05811
,1.2,11.0573,3.9126
,1.3,10.772,4.41472
,1.4,11.2387,4.46944
,1.5,10.0422,4.56595
,1.6,9.81736,4.1739
,1.7,10.977,4.55567
,1.8,10.4893,3.66414
,1.9,10.3538,4.75897
,2,10.3017,4.48468
,2.1,9.3414,4.14542
,2.2,9.057,2.55008
,2.3,8.27664,2.18919
,2.4,7.27676,3.35042
,2.5,3.34039,1.93338
,2.6,1.57098,2.42121
,2.7,0.11407,3.65376
,2.8,-0.41835,2.18195
,2.9,-0.84073,2.8333
,3,-1.00499,3.12296
,3.1,-3.12332,2.85919
,3.2,-3.26145,4.61695
,3.3,-4.4551,4.01269
,3.4,-2.75218,3.70769
,3.5,-3.35563,3.27857
,3.6,-0.60752,2.67546
,3.7,-2.16926,2.11991
,3.8,-0.5656,0.24002
,3.9,-1.45617,2.12669
,4,-1.02632,2.20128
,4.1,-1.49521,1.55775
,4.2,1.48362,3.03707
,4.3,1.868,1.74402
,4.4,4.74649,3.03199
,4.5,7.69401,3.06921
,4.6,8.75992,4.65591
,4.7,10.2473,6.43405
,4.8,11.6543,5.77694
,4.9,12.2544,6.85971
,5,13.8125,6.9258
,5.1,12.9242,7.389
,5.2,15.515,8.60171
,5.3,15.7616,6.65
,5.4,15.4227,8.03565
,5.5,16.266,7.38026
,5.6,16.404,6.45687
,5.7,15.8822,4.65224
,5.8,17.0543,3.95494
,5.9,15.9935,3.76155
,6,17.9519,3.16014
,6.1,18.1101,3.45352
,6.2,17.0909,3.19501
,6.3,17.2933,3.11757
,6.4,18.4041,3.95056
,6.5,16.9912,3.09891
,6.6,15.6742,3.09757
,6.7,17.6005,2.46519
,6.8,14.9509,3.21287
,6.9,15.3609,3.02654
,7,14.3744,1.9454
,7.1,13.4424,0.87191
,7.2,10.9872,1.0626
,7.3,6.0351,1.04132
,7.4,3.31139,1.30401
,7.5,2.3241,1.02654
,7.6,2.83739,2.04294
,7.7,2.29607,1.13643
,7.8,2.50357,1.25305
,7.9,2.09052,0.99101
,8,3.08869,1.24163
,8.1,2.1867,0.91374
,8.2,2.22968,0.6853
,8.3,2.63567,-0.14094
,8.4,2.17321,0.22201
,8.5,2.69873,-0.12559
,8.6,1.82548,1.05508
,8.7,2.24437,0.22234
,8.8,2.97427,0.5097
,8.9,4.35094,1.25305
,9,5.60933,2.1906e-2
,9.1,8.5152,1.21926
,9.2,9.33613,1.83622
,9.3,11.2999,3.77197
,9.4,12.329,6.54455
,9.5,15.2881,8.02618
,9.6,14.309,8.63552
,9.7,14.9695,7.85028
,9.8,17.2925,7.50137
,9.9,16.7292,5.77702
,10,15.6816,5.84585
,10.1,17.9956,5.62095
,10.2,17.5681,5.05298
,10.3,15.9097,3.54122
,10.4,17.6634,3.09729
