DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-25.5132,7.63281
,0.1,-24.5819,8.23195
,0.2,-24.0377,7.31707
,0.3,-25.014,7.55706
,0.4,-26.5349,7.72655
,0.5,-28.3496,8.53792
,0.6,-30.0143,7.72791
,0.7,-31.6182,6.69037
,0.8,-34.7706,6.70725
,0.9,-37.2577,7.16239
,1,-39.6747,7.92572
,1.1,-42.6268,7.8675
,1.2,-45.7376,8.37601
,1.3,-46.6869,7.17855
,1.4,-49.625,5.89485
,1.5,-52.0888,7.26208
,1.6,-54.7252,7.20449
,1.7,-55.5695,8.01708
,1.8,-58.0858,8.38888
,1.9,-60.5943,9.09461
,2,-62.3422,7.83383
,2.1,-62.6171,9.10549
,2.2,-62.9584,8.29433
,2.3,-65.4184,9.40464
,2.4,-62.0074,8.73226
,2.5,-58.6388,8.91855
,2.6,-57.5518,9.56674
,2.7,-59.403,9.3695
,2.8,-53.7128,8.63677
,2.9,-54.0199,10.981
,3,-49.2394,9.63932
,3.1,-46.352,10.9461
,3.2,-47.4136,10.6524
,3.3,-44.4933,8.99145
,3.4,-40.7526,8.89584
,3.5,-40.7411,9.41888
,3.6,-35.1164,8.67972
,3.7,-36.0054,8.59542
,3.8,-28.8205,8.04923
,3.9,-30.0301,8.8769
,4,-25.4326,7.47644
,4.1,-24.3716,8.22221
,4.2,-24.4888,7.99415
,4.3,-24.2352,7.62997
,4.4,-22.6895,7.65608
,4.5,-24.1387,7.76091
,4.6,-24.1485,7.43626
,4.7,-24.2242,7.66791
,4.8,-24.68,7.7827
,4.9,-26.4075,8.47846
,5,-31.3382,7.7574
,5.1,-35.7703,7.78197
,5.2,-41.2015,8.18282
,5.3,-43.4311,7.99895
,5.4,-48.1817,9.87012
,5.5,-50.4236,8.28855
,5.6,-53.1988,8.79557
,5.7,-57.1745,8.295
,5.8,-59.2216,8.62511
,5.9,-61.0539,7.40154
,6,-61.2432,8.67007
,6.1,-63.1016,8.27445
,6.2,-64.2436,8.27034
,6.3,-65.0511,8.31245
,6.4,-62.5446,9.25442
,6.5,-61.8961,8.75189
,6.6,-58.8776,8.18958
,6.7,-58.3288,9.16201
,6.8,-57.6153,8.04899
,6.9,-56.8752,9.28866
,7,-54.0353,9.33986
,7.1,-51.2727,8.39504
,7.2,-53.1819,8.46052
,7.3,-48.6431,8.43989
,7.4,-45.5173,7.83652
,7.5,-44.3043,8.24567
,7.6,-40.5716,6.74293
,7.7,-41.1548,7.8592
,7.8,-38.8211,6.19195
,7.9,-33.2765,4.75349
,8,-36.3428,5.58756
,8.1,-31.3471,6.28719
,8.2,-30.0719,4.97086
,8.3,-28.9752,5.76532
,8.4,-26.2791,5.1149
,8.5,-21.9976,4.4889
,8.6,-22.5525,4.56434
,8.7,-25.3009,5.44536
,8.8,-24.3268,5.86382
,8.9,-22.61,6.82535
,9,-22.5832,5.91459
,9.1,-23.555,6.30949
,9.2,-22.8751,6.29642
,9.3,-22.1732,6.37646
,9.4,-24.3539,6.20048
,9.5,-26.3378,7.06002
,9.6,-29.3192,7.55402
,9.7,-30.5897,7.30011
,9.8,-34.886,7.67411
