DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-16.6801,3.57334
,0.1,-13.495,3.99187
,0.2,-14.5378,3.96716
,0.3,-16.1431,4.72988
,0.4,-13.3744,4.49375
,0.5,-16.4683,3.52323
,0.6,-15.2182,3.89657
,0.7,-14.0645,4.22747
,0.8,-13.2782,4.23958
,0.9,-15.3367,3.96846
,1,-9.39316,3.88946
,1.1,-12.3634,4.18339
,1.2,-9.53199,4.20835
,1.3,-9.08672,4.34342
,1.4,-6.61393,4.93883
,1.5,-7.41165,5.32344
,1.6,-6.18067,5.26657
,1.7,-7.58014,5.82265
,1.8,-5.75366,5.04207
,1.9,-7.13126,4.59354
,2,-5.46911,4.76892
,2.1,-6.61217,5.32316
,2.2,-5.77385,5.15346
,2.3,-5.53546,4.37701
,2.4,-6.56623,5.10287
,2.5,-8.19093,5.0715
,2.6,-8.46116,4.95884
,2.7,-8.62007,4.42629
,2.8,-11.0081,4.78661
,2.9,-10.6551,3.52522
,3,-11.1731,3.98536
,3.1,-11.5842,4.88543
,3.2,-11.7741,4.49397
,3.3,-13.0824,5.54581
,3.4,-14.3468,5.57388
,3.5,-13.2886,4.44418
,3.6,-15.2287,4.7021
,3.7,-15.3087,4.75187
,3.8,-13.189,4.66057
,3.9,-14.7908,3.65604
,4,-15.6376,4.69335
,4.1,-14.0681,4.39501
,4.2,-17.2561,4.1107
,4.3,-16.2357,3.85438
,4.4,-15.4153,4.92826
,4.5,-17.5946,5.79759
,4.6,-15.6252,4.72749
,4.7,-15.9087,4.2219
,4.8,-15.2598,4.43578
,4.9,-13.3565,4.91029
,5,-10.9306,4.7224
,5.1,-8.10393,4.7669
,5.2,-5.34904,6.19155
,5.3,-2.01634,6.40918
,5.4,-1.4836e-2,5.99446
,5.5,1.5312,5.11111
,5.6,4.47758,6.40837
,5.7,4.87888,6.20964
,5.8,5.42798,7.09238
,5.9,5.47937,7.71948
,6,4.74921,5.83219
,6.1,4.51178,5.87895
,6.2,5.26789,6.8636
,6.3,6.48923,6.18127
,6.4,5.55215,7.0634
,6.5,4.8549,7.05861
,6.6,5.68306,5.54342
,6.7,3.33676,6.33099
,6.8,4.35547,5.06883
,6.9,3.00699,5.57944
,7,1.72891,5.93482
,7.1,2.2592,5.75932
,7.2,2.24662,5.98769
,7.3,0.80507,6.89816
,7.4,-0.57062,5.48897
,7.5,-1.24048,4.96251
,7.6,-0.6983,4.35259
,7.7,-3.22701,3.32007
,7.8,-3.41461,3.9225
,7.9,-4.49853,4.19863
,8,-5.14143,3.68843
,8.1,-4.8416,3.9146
,8.2,-7.42481,2.47434
,8.3,-7.93424,3.55398
,8.4,-7.50689,2.94489
,8.5,-8.16144,4.43224
,8.6,-10.932,2.69389
,8.7,-11.5852,1.94001
,8.8,-10.7134,2.81149
,8.9,-8.97818,2.30462
,9,-13.5722,2.24794
,9.1,-13.3854,1.67023
,9.2,-13.7263,2.76579
,9.3,-16.2858,2.69676
,9.4,-14.9462,3.28941
,9.5,-13.0982,3.02393
,9.6,-14.0653,2.67099
,9.7,-15.1316,3.46556
,9.8,-12.9275,3.73581
,9.9,-8.441,3.754
