DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-15.2299,3.58981
,0.1,-12.8529,3.96288
,0.2,-14.0893,4.01182
,0.3,-14.9684,4.03574
,0.4,-13.9131,3.793
,0.5,-14.4178,4.61678
,0.6,-14.576,3.61585
,0.7,-14.6165,4.00654
,0.8,-14.0075,5.04368
,0.9,-11.7434,4.9493
,1,-9.60412,6.20712
,1.1,-9.12556,5.85817
,1.2,-6.05323,5.85861
,1.3,-5.75902,7.13057
,1.4,-2.70339,6.84447
,1.5,-1.94461,6.51972
,1.6,-1.82094,6.75061
,1.7,-0.98118,7.38734
,1.8,0.37006,7.0954
,1.9,1.24966,7.24241
,2,2.47875,6.82799
,2.1,3.49691,6.9982
,2.2,1.85221,6.1141
,2.3,3.32621,7.2534
,2.4,3.51426,9.44647
,2.5,2.10067,9.0565
,2.6,1.12042,7.8202
,2.7,0.94746,8.68858
,2.8,0.33958,8.26754
,2.9,-0.53569,7.14787
,3,-1.17241,7.91598
,3.1,-0.74598,6.91856
,3.2,-1.61027,6.89498
,3.3,-1.88103,6.47268
,3.4,-2.57641,6.13769
,3.5,-4.47114,5.80875
,3.6,-5.06819,6.87236
,3.7,-8.30721,6.98851
,3.8,-9.46153,5.38539
,3.9,-8.29534,5.42554
,4,-11.1584,6.01667
,4.1,-9.18596,5.89155
,4.2,-12.8497,5.03521
,4.3,-10.3199,3.90065
,4.4,-13.8679,4.49091
,4.5,-15.6957,5.15787
,4.6,-12.7984,5.44386
,4.7,-17.4043,6.46015
,4.8,-16.4017,5.57091
,4.9,-13.5108,6.16801
,5,-15.1374,5.60901
,5.1,-9.63243,7.98983
,5.2,-12.2354,6.77234
,5.3,-9.1711,8.35627
,5.4,-7.13776,8.22052
,5.5,-4.33663,6.73273
,5.6,-6.3777,6.55823
,5.7,-3.7841,7.18096
,5.8,-2.45885,7.07371
,5.9,-1.11363,6.1908
,6,-3.03975,8.00389
,6.1,-4.42775,7.25982
,6.2,-1.02787,6.10265
,6.3,-3.50751,7.10956
,6.4,-3.82179,7.06008
,6.5,-4.23882,7.40674
,6.6,-3.5801,6.89386
,6.7,-4.61798,6.68078
,6.8,-3.83215,6.79821
,6.9,-5.28917,6.12277
,7,-6.57217,6.93618
,7.1,-5.99835,6.14617
,7.2,-7.13723,6.26932
,7.3,-7.04439,6.48443
,7.4,-8.58275,6.48384
,7.5,-8.51852,6.60227
,7.6,-9.57223,5.64216
,7.7,-10.7483,6.57897
,7.8,-11.1214,6.473
,7.9,-12.9672,6.47576
,8,-11.63,6.3666
,8.1,-12.7667,7.80941
,8.2,-13.4727,6.44466
,8.3,-15.2683,6.25136
,8.4,-14.2487,6.18169
,8.5,-15.0167,5.70032
,8.6,-14.4764,5.16267
,8.7,-15.0503,6.72438
,8.8,-16.2251,5.86324
,8.9,-14.5414,5.86761
,9,-15.386,6.43191
,9.1,-14.9933,5.86244
,9.2,-15.1805,5.07448
,9.3,-15.229,6.04965
,9.4,-14.9386,5.77909
,9.5,-14.8649,5.67995
,9.6,-12.879,5.69835
,9.7,-7.74043,5.98755
,9.8,-5.8014,6.15049
,9.9,-4.21636,6.69123
