DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-2.89217,1.83199
,0.1,-2.7763,1.88105
,0.2,-2.74847,3.15526
,0.3,-1.5177,2.22178
,0.4,-1.33077,2.41276
,0.5,-1.84512,2.75096
,0.6,-1.7583,3.28898
,0.7,-1.74556,2.24318
,0.8,-0.47545,2.8482
,0.9,-0.48496,4.03134
,1,-0.73321,3.39045
,1.1,-0.80942,5.90517
,1.2,-0.10827,4.2931
,1.3,-0.11389,5.03174
,1.4,-3.8869e-2,5.24455
,1.5,-0.90226,8.05608
,1.6,-0.90543,8.88284
,1.7,0.72688,7.96123
,1.8,0.93868,7.61298
,1.9,0.64039,7.45347
,2,-0.31762,9.09735
,2.1,0.246,8.03854
,2.2,0.30173,7.77388
,2.3,1.94569,7.07733
,2.4,1.82032,6.69975
,2.5,1.77214,7.22674
,2.6,2.57414,5.80677
,2.7,2.0592,6.01287
,2.8,2.82165,4.77834
,2.9,2.53658,4.4405
,3,2.91459,4.81477
,3.1,2.96416,3.20023
,3.2,1.15576,3.41769
,3.3,0.29225,2.93804
,3.4,0.62742,2.48034
,3.5,-0.58681,1.82789
,3.6,-0.89711,1.62928
,3.7,-1.67832,1.00246
,3.8,-1.34482,0.62559
,3.9,-1.45411,0.74416
,4,-1.53552,1.63326
,4.1,-1.21967,-0.90088
,4.2,-1.82222,0.82717
,4.3,-0.16539,0.81739
,4.4,-1.31142,0.98181
,4.5,-1.19832,2.30421
,4.6,-0.46702,1.9867
,4.7,3.0658e-2,2.51071
,4.8,0.10691,3.61196
,4.9,-0.40806,5.32158
,5,6.2485e-2,4.75882
,5.1,7.9956e-2,6.13431
,5.2,0.24009,7.04038
,5.3,-0.6082,8.7911
,5.4,0.32293,8.38866
,5.5,-1.22924,9.11119
,5.6,-2.18311,10.0256
,5.7,-2.09891,10.1375
,5.8,-1.9764,11.925
,5.9,-2.94095,12.5841
,6,-4.31911,12.7024
,6.1,-4.55811,13.1765
,6.2,-4.30288,13.9724
,6.3,-2.88958,13.7136
,6.4,-2.54974,13.1946
,6.5,-2.97243,13.7349
,6.6,-2.46793,13.7373
,6.7,-3.39458,12.9539
,6.8,-3.54216,14.559
,6.9,-2.0844,13.8113
,7,-2.26713,14.0916
,7.1,-3.05967,13.3277
,7.2,-2.27173,13.5817
,7.3,-0.39217,12.3512
,7.4,-1.09948,12.0223
,7.5,-2.0983,11.5584
,7.6,-0.36878,11.9832
,7.7,-1.01506,11.1425
,7.8,-1.56312,9.49002
,7.9,-1.10326,8.88758
,8,1.01658,6.7048
,8.1,2.57751,4.94773
,8.2,1.50539,4.67604
,8.3,1.02844,2.9891
,8.4,0.6239,1.23693
,8.5,0.29691,-0.19141
,8.6,-0.68016,-1.52246
,8.7,0.99762,-1.45039
,8.8,2.38046,-0.98949
,8.9,0.41201,-2.617
,9,1.06029,-1.10312
,9.1,0.17705,-1.42668
,9.2,0.61363,-1.40331
,9.3,-3.1664e-2,0.69946
,9.4,1.87034,1.75441
,9.5,0.36877,2.23405
,9.6,0.78322,3.34769
,9.7,1.15796,3.95444
,9.8,1.49839,4.43856
,9.9,1.85723,4.70385
