DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-1.74958,2.34835
,0.1,-1.77256,0.69634
,0.2,-1.03106,1.4299
,0.3,-0.93716,8.13574
,0.4,-0.4753,8.40044
,0.5,-0.23042,9.29882
,0.6,0.26809,9.68056
,0.7,-2.19281,12.0622
,0.8,-1.97009,11.8556
,0.9,-2.39218,12.4128
,1,-2.74124,11.5038
,1.1,-3.05273,13.279
,1.2,-3.1791,13.2352
,1.3,-2.92184,13.6768
,1.4,-2.1193,14.0226
,1.5,-2.58803,13.9556
,1.6,-2.36603,14.3349
,1.7,-2.9146,14.2707
,1.8,-3.00707,14.2423
,1.9,-3.73477,13.7561
,2,-3.39839,12.3065
,2.1,-0.73833,11.1529
,2.2,-0.33656,10.7465
,2.3,-0.7469,8.80084
,2.4,0.54815,8.8958
,2.5,1.46284,8.42366
,2.6,2.38083,5.09958
,2.7,0.11627,3.57955
,2.8,-0.20462,3.02007
,2.9,0.32492,1.53597
,3,0.73051,0.11357
,3.1,0.10218,-1.30152
,3.2,1.41115,-3.91357
,3.3,1.85714,-5.33058
,3.4,2.70547,-5.13228
,3.5,2.57496,-5.91051
,3.6,2.98466,-6.10887
,3.7,2.92479,-4.80067
,3.8,2.71224,-4.01618
,3.9,2.356,-3.20437
,4,1.24628,-3.5687
,4.1,2.02333,-2.63284
,4.2,1.5759,-0.98003
,4.3,0.76121,0.48988
,4.4,2.37434,1.6981
,4.5,1.99286,1.34558
,4.6,2.71812,2.92092
,4.7,4.25994,2.47045
,4.8,3.16209,3.31892
,4.9,3.17984,4.85178
,5,1.42818,7.24543
,5.1,-0.29715,9.22387
,5.2,-0.66743,8.76695
,5.3,-0.07535,8.95881
,5.4,-0.22212,9.12547
,5.5,-0.768,9.36613
,5.6,0.43434,8.67553
,5.7,0.18947,8.59276
,5.8,-0.36364,9.11191
,5.9,0.69305,8.53551
,6,-0.64431,8.65397
,6.1,-0.368,9.54593
,6.2,0.53727,8.21238
,6.3,1.79391,7.01026
,6.4,2.41786,6.62421
,6.5,2.83872,6.24512
,6.6,3.11984,5.39683
,6.7,5.0412,3.47624
,6.8,5.97778,2.77587
,6.9,5.32731,2.52474
,7,4.58987,1.78039
,7.1,4.48477,1.2029
,7.2,4.75164,1.69046
,7.3,5.40934,1.30661
,7.4,4.9703,1.8121
,7.5,4.29797,2.31691
,7.6,2.83736,1.76307
,7.7,3.56695,1.97964
,7.8,3.31528,1.72664
,7.9,3.34358,1.52204
,8,2.15292,1.0826e-2
,8.1,1.51558,-1.78558
,8.2,1.82681,-1.5971
,8.3,0.88847,-1.11993
,8.4,1.27677,-0.32551
,8.5,1.00409,-0.45334
,8.6,1.49099,9.4327e-2
,8.7,0.73741,-0.68241
,8.8,1.12934,-1.7745e-2
,8.9,0.78181,8.7464e-2
,9,0.368,-0.11158
,9.1,1.45986,-2.5256e-2
,9.2,1.6977,0.6148
,9.3,2.66617,1.78063
,9.4,2.82523,3.2827
,9.5,1.70464,7.58613
,9.6,1.19677,8.6694
,9.7,-1.22606,10.5344
,9.8,-1.95004,11.0886
,9.9,-3.20964,11.9021
,10,-2.36145,12.497
