DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,3.05696,-26.1724
,0.1,3.83705,-26.6775
,0.2,2.45544,-27.4018
,0.3,1.89907,-26.7451
,0.4,-0.29435,-26.8047
,0.5,-2.57307,-26.6164
,0.6,-4.56676,-28.1165
,0.7,-7.34301,-27.9688
,0.8,-9.22332,-28.8269
,0.9,-10.632,-28.8876
,1,-14.296,-29.24
,1.1,-15.2385,-29.8234
,1.2,-15.1525,-29.9539
,1.3,-17.2246,-34.2608
,1.4,-16.8955,-30.5644
,1.5,-17.1144,-30.3244
,1.6,-18.6774,-31.1432
,1.7,-18.9325,-30.1469
,1.8,-18.9698,-30.4041
,1.9,-17.9754,-30.3959
,2,-17.7994,-31.6882
,2.1,-17.5911,-31.4505
,2.2,-15.7524,-31.0753
,2.3,-14.5088,-30.573
,2.4,-12.1978,-29.7229
,2.5,-9.46118,-29.3255
,2.6,-5.50887,-28.4366
,2.7,-2.14061,-27.3222
,2.8,-0.2584,-26.8154
,2.9,0.97046,-26.6397
,3,1.16251,-26.9227
,3.1,2.27684,-27.0972
,3.2,1.58338,-26.8139
,3.3,3.13218,-28.0009
,3.4,2.78323,-27.4732
,3.5,4.50092,-23.9283
,3.6,3.37477,-26.429
,3.7,4.99489,-26.2322
,3.8,3.92444,-25.9108
,3.9,5.32913,-26.148
,4,4.98651,-23.6436
,4.1,3.56441,-27.3242
,4.2,7.43429,-25.3608
,4.3,2.5006,-27.2111
,4.4,8.92569,-23.0022
,4.5,2.7164,-29.1597
,4.6,2.69375,-28.5688
,4.7,-5.20737,-30.0227
,4.8,-2.91764,-25.9955
,4.9,-11.2217,-31.9685
,5,-5.47751,-30.6464
,5.1,-16.1291,-31.3854
,5.2,-12.7702,-30.5123
,5.3,-20.357,-32.447
,5.4,-17.0283,-30.7277
,5.5,-15.5121,-28.8338
,5.6,-23.2705,-33.0173
,5.7,-16.7595,-31.7504
,5.8,-22.0342,-32.0615
,5.9,-17.2643,-32.2193
,6,-22.2364,-33.2731
,6.1,-15.7485,-31.4341
,6.2,-21.8877,-33.3302
,6.3,-15.163,-30.5564
,6.4,-22.2703,-30.4638
,6.5,-16.0432,-31.5872
,6.6,-15.953,-32.152
,6.7,-21.4526,-32.9172
,6.8,-14.5713,-32.0856
,6.9,-18.0215,-31.2836
,7,-14.6059,-31.7774
,7.1,-9.05511,-30.0075
,7.2,-9.78621,-29.3839
,7.3,-0.74696,-26.9221
,7.4,-2.70165,-26.8556
,7.5,1.7956,-24.5528
,7.6,-4.26421,-28.771
,7.7,2.55618,-26.7241
,7.8,-2.26236,-26.9929
,7.9,2.6669,-26.8809
,8,-0.90388,-29.2839
,8.1,3.95778,-26.3602
,8.2,-0.6442,-27.4418
,8.3,3.9249,-28.5318
,8.4,1.3312,-28.586
,8.5,5.98208,-26.1709
,8.6,0.83745,-27.6617
,8.7,5.17518,-26.7409
,8.8,2.16766,-27.3862
,8.9,6.41921,-27.5534
,9,2.99706,-27.2086
,9.1,4.18344,-26.4252
,9.2,3.62104,-26.4409
,9.3,0.6968,-28.1013
,9.4,-0.46212,-27.3188
,9.5,-5.16132,-28.8161
