DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,3.72165,-25.8812
,0.1,2.3844,-26.1999
,0.2,3.13216,-26.5029
,0.3,3.89006,-26.4452
,0.4,-2.45731,-28.6234
,0.5,-2.79786,-28.4001
,0.6,-8.50248,-29.7346
,0.7,-11.596,-29.9872
,0.8,-19.3257,-32.7042
,0.9,-23.4787,-31.3029
,1,-25.2273,-32.0847
,1.1,-28.6448,-33.567
,1.2,-37.8868,-33.8997
,1.3,-34.4548,-33.2361
,1.4,-36.0302,-33.9281
,1.5,-38.7513,-34.8446
,1.6,-34.0684,-32.8453
,1.7,-36.1505,-34.4803
,1.8,-38.767,-34.8775
,1.9,-32.9429,-33.5612
,2,-33.9098,-30.9799
,2.1,-38.1774,-35.9131
,2.2,-30.9284,-33.8038
,2.3,-30.6435,-35.9232
,2.4,-28.711,-35.6175
,2.5,-26.4314,-37.9375
,2.6,-23.4962,-34.6838
,2.7,-18.5083,-31.2801
,2.8,-14.419,-32.6692
,2.9,-12.9787,-32.9254
,3,-10.7324,-30.3734
,3.1,-7.17087,-27.943
,3.2,-3.14879,-26.2198
,3.3,-1.04913,-29.3939
,3.4,0.9586,-26.752
,3.5,0.7492,-26.6551
,3.6,1.85198,-27.8457
,3.7,1.98133,-29.9736
,3.8,2.62646,-25.9313
,3.9,4.10921,-25.7909
,4,4.0484,-26.2344
,4.1,3.19988,-27.103
,4.2,4.09778,-26.4361
,4.3,4.10925,-25.5875
,4.4,3.87671,-26.4142
,4.5,3.22531,-25.8545
,4.6,-1.09725,-28.1576
,4.7,-5.65798,-29.3119
,4.8,-10.0938,-31.7846
,4.9,-16.7124,-32.5382
,5,-21.5567,-33.5631
,5.1,-21.1832,-30.3467
,5.2,-27.9265,-32.5932
,5.3,-29.2533,-31.8807
,5.4,-34.5708,-32.2782
,5.5,-34.1296,-29.4659
,5.6,-40.4686,-34.1445
,5.7,-37.0946,-33.4009
,5.8,-39.8487,-33.6009
,5.9,-39.6121,-33.7162
,6,-38.825,-33.7109
,6.1,-42.3296,-38.3759
,6.2,-36.2088,-33.6791
,6.3,-41.2459,-33.9866
,6.4,-36.5033,-36.0178
,6.5,-38.8094,-35.3176
,6.6,-37.319,-35.1764
,6.7,-37.4915,-35.211
,6.8,-36.9167,-36.0472
,6.9,-31.7208,-34.5853
,7,-29.2217,-34.1395
,7.1,-24.0889,-32.2591
,7.2,-22.7663,-32.683
,7.3,-21.6367,-33.1463
,7.4,-17.7391,-31.1621
,7.5,-7.71074,-30.8638
,7.6,-2.3892,-26.397
,7.7,-0.26261,-27.2699
,7.8,1.19787,-29.3176
,7.9,0.30943,-26.3096
,8,2.81975,-26.0635
,8.1,3.67699,-28.4343
,8.2,1.7655,-24.7929
,8.3,3.72918,-26.796
,8.4,2.40157,-26.3287
,8.5,2.9991,-24.7693
,8.6,4.36451,-26.6111
,8.7,2.22832,-27.1867
,8.8,2.78594,-26.1574
,8.9,4.32036,-25.3965
,9,-1.44574,-28.2839
,9.1,1.63888,-26.9154
,9.2,-4.44068,-31.66
,9.3,-13.8882,-31.0992
,9.4,-10.1552,-30.5301
,9.5,-20.6662,-33.1312
