DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,5.56736,-0.30487
,0.1,0.96679,-1.74055
,0.2,2.67949,-1.22986
,0.3,3.25305,-1.69262
,0.4,0.71448,0.82112
,0.5,3.83848,-2.07539
,0.6,1.94542,-2.2561
,0.7,3.65565,-2.14422
,0.8,4.45203,-3.3257
,0.9,4.79135,-3.4366
,1,6.03385,-2.88035
,1.1,8.19707,-2.2514
,1.2,8.68659,-3.25471
,1.3,11.752,-2.49112
,1.4,12.349,-3.02778
,1.5,11.5139,-2.81673
,1.6,12.1481,-2.38099
,1.7,13.1833,-1.76487
,1.8,12.6252,-2.42738
,1.9,12.6445,-1.06118
,2,14.3613,-1.73958
,2.1,12.3514,-1.71693
,2.2,14.0641,-3.48538
,2.3,15.3146,-1.63111
,2.4,15.6904,-1.11502
,2.5,16.7372,-1.70005
,2.6,19.7076,-1.53427
,2.7,19.3439,-2.33488
,2.8,16.4663,-0.98356
,2.9,14.584,-2.47608
,3,11.042,-2.06612
,3.1,7.69125,-1.46858
,3.2,5.44861,-1.79113
,3.3,5.29029,-1.74141
,3.4,4.59039,-1.63533
,3.5,3.14203,-0.1687
,3.6,3.30264,-1.57683
,3.7,2.04765,-1.24633
,3.8,2.53581,-1.76197
,3.9,3.40437,-1.38838
,4,1.33167,-0.92069
,4.1,2.05828,-2.28497
,4.2,1.46763,-1.46376
,4.3,3.83212,-1.40578
,4.4,0.63503,-1.06168
,4.5,2.12914,-1.08043
,4.6,2.07062,1.48582
,4.7,1.76147,-1.97585
,4.8,3.01969,-0.96216
,4.9,3.34019,-1.64982
,5,3.03471,-1.89956
,5.1,5.68076,-0.39901
,5.2,4.25228,-3.36174
,5.3,6.75181,-4.24716
,5.4,4.22779,-2.52361
,5.5,7.85493,-3.23874
,5.6,5.64145,-2.54555
,5.7,7.86144,-3.66024
,5.8,7.84309,-2.98018
,5.9,8.65494,-2.59192
,6,9.33992,-3.40189
,6.1,9.57636,-3.14969
,6.2,10.9718,-2.51642
,6.3,8.84753,-2.46592
,6.4,10.684,-2.24182
,6.5,10.1274,-3.00575
,6.6,8.86348,-2.4633
,6.7,10.5972,-3.10409
,6.8,8.72775,-2.52853
,6.9,8.33403,-2.80358
,7,10.7336,-5.01233
,7.1,8.84576,-2.49009
,7.2,9.8364,-2.34926
,7.3,6.90086,-1.73119
,7.4,6.31522,-2.89738
,7.5,5.42524,-3.03935
,7.6,6.67059,-3.31034
,7.7,5.35105,-2.71992
,7.8,4.34088,-2.45388
,7.9,3.54507,-2.3453
,8,2.32194,-2.68778
,8.1,2.14427,-0.61252
,8.2,2.53441,-1.61985
,8.3,2.33176,-1.89356
,8.4,1.98798,-1.92199
,8.5,2.81416,-2.06386
,8.6,2.12928,-2.67625
,8.7,1.37759,-0.9961
,8.8,2.32589,-1.95946
,8.9,0.52495,-2.26239
,9,0.61476,-2.49594
,9.1,1.40023,-0.54768
,9.2,0.20642,-2.16746
,9.3,0.17685,-2.55818
,9.4,1.11685,-0.76235
,9.5,0.82128,-1.16355
,9.6,0.79195,-6.07536
,9.7,1.60911,-2.0999
,9.8,1.64634,-3.72769
