DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-18.7291,-2.06269
,0.1,-22.1208,-1.98986
,0.2,-23.8671,-1.00169
,0.3,-25.4389,-1.26008
,0.4,-26.9583,-0.7333
,0.5,-31.3024,-1.10963
,0.6,-33.3473,0.1429
,0.7,-33.9258,-1.27962
,0.8,-34.4462,1.10113
,0.9,-36.0646,-0.28345
,1,-35.7722,2.14057
,1.1,-35.4401,1.58964
,1.2,-36.2441,1.37952
,1.3,-35.985,0.28594
,1.4,-35.7551,0.30849
,1.5,-35.795,1.31894
,1.6,-34.7895,1.00153
,1.7,-33.2061,0.8019
,1.8,-32.6643,-0.53739
,1.9,-31.1351,2.1029e-2
,2,-30.7539,0.94229
,2.1,-31.1576,0.28163
,2.2,-32.0169,-0.28075
,2.3,-27.6097,-0.51016
,2.4,-21.2639,0.21609
,2.5,-19.1851,-0.28598
,2.6,-19.5907,-0.56515
,2.7,-17.9566,-0.70404
,2.8,-14.4871,-9.7037e-2
,2.9,-12.7672,0.39037
,3,-9.42339,0.94576
,3.1,-6.82362,-0.70843
,3.2,-3.8685,-2.11403
,3.3,-1.4545,-1.36477
,3.4,-1.36463,-0.94851
,3.5,-1.71267,-1.76227
,3.6,-0.17189,-2.06922
,3.7,-1.58724,-1.64257
,3.8,-0.56598,-1.21327
,3.9,-2.18957,-2.44064
,4,-7.36891,-1.15763
,4.1,-9.77584,0.12553
,4.2,-13.6089,-1.31559
,4.3,-15.965,-1.51072
,4.4,-15.747,-1.79164
,4.5,-17.4188,-1.247
,4.6,-20.634,-1.72255
,4.7,-20.7249,-0.40535
,4.8,-23.1371,-0.12564
,4.9,-20.4812,-1.15569
,5,-21.5658,-0.52697
,5.1,-21.0229,-1.4843
,5.2,-21.5021,-1.18231
,5.3,-21.54,-1.12381
,5.4,-21.8339,-1.49881
,5.5,-20.7472,-0.68029
,5.6,-21.1073,-2.21358
,5.7,-20.4867,-1.47205
,5.8,-21.6075,-0.85083
,5.9,-20.611,-1.39625
,6,-18.2635,-0.3446
,6.1,-17.0949,0.19816
,6.2,-17.3928,-1.17268
,6.3,-16.7135,-0.9913
,6.4,-15.2481,-0.92937
,6.5,-14.2918,-1.18225
,6.6,-12.466,-1.08777
,6.7,-10.2156,-0.33745
,6.8,-7.83044,-1.35438
,6.9,-6.40048,-1.74711
,7,-1.59721,-0.83243
,7.1,-2.74782,-1.51919
,7.2,-0.25617,-1.97096
,7.3,-1.01117,-2.0941
,7.4,-1.11973,-2.94927
,7.5,-0.25483,-2.38972
,7.6,-0.81675,-2.5597
,7.7,-0.59483,-1.66314
,7.8,-0.33918,-1.47058
,7.9,0.25005,-2.27567
,8,-0.12327,-2.40253
,8.1,-0.32382,-1.6479
,8.2,-2.29619,-1.79134
,8.3,-2.02402,-1.76329
,8.4,-7.31463,-2.20005
,8.5,-9.09274,-0.96335
,8.6,-11.7077,-0.33354
,8.7,-13.9625,-1.39548
,8.8,-15.5211,-0.47281
,8.9,-17.0915,-0.94718
,9,-20.3151,-0.89964
,9.1,-21.0191,-0.65681
,9.2,-22.1109,-0.76903
,9.3,-22.0351,-0.75345
