DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-0.63995,-0.96955
,0.1,0.67969,-1.57266
,0.2,-5.6663e-2,-1.2223
,0.3,6.0636e-2,-1.21662
,0.4,0.26495,-0.15467
,0.5,-2.37972,-0.82608
,0.6,-5.81405,-0.59653
,0.7,-6.93336,0.50415
,0.8,-10.3475,-1.42057
,0.9,-12.3497,-2.12796
,1,-13.7933,-1.10992
,1.1,-15.1697,-1.83011
,1.2,-17.4165,-2.051
,1.3,-19.8647,-0.98749
,1.4,-22.8856,0.50641
,1.5,-23.3105,-0.11168
,1.6,-27.2461,-9.2796e-2
,1.7,-29.5988,-0.29204
,1.8,-30.4792,4.3334e-2
,1.9,-33.1607,-3.5345e-2
,2,-34.704,0.91094
,2.1,-37.1522,1.38796
,2.2,-39.6986,2.49153
,2.3,-40.3759,1.99464
,2.4,-42.2081,2.91191
,2.5,-42.0451,3.23007
,2.6,-40.8943,3.26497
,2.7,-40.1009,2.51926
,2.8,-38.6503,2.71223
,2.9,-35.2654,2.08141
,3,-32.3191,0.24664
,3.1,-28.7655,-0.37219
,3.2,-26.5297,-0.24782
,3.3,-26.2491,-0.92098
,3.4,-23.7868,-0.98644
,3.5,-21.397,0.17235
,3.6,-17.8651,-0.38521
,3.7,-16.2547,-0.81405
,3.8,-15.4296,-0.13439
,3.9,-13.7594,3.3316e-2
,4,-11.8032,1.07199
,4.1,-9.78655,0.04392
,4.2,-5.008,-0.86722
,4.3,-2.49756,-0.34482
,4.4,-0.73966,-0.51463
,4.5,-1.97973,-0.21957
,4.6,-4.0164,-0.42673
,4.7,-6.30706,-0.12483
,4.8,-10.0403,0.36479
,4.9,-12.5757,0.9992
,5,-14.5742,-0.99685
,5.1,-15.2445,0.145
,5.2,-18.338,0.84156
,5.3,-18.4189,0.16236
,5.4,-20.3491,0.42731
,5.5,-20.4287,0.84049
,5.6,-21.6953,-0.43823
,5.7,-20.9954,0.19599
,5.8,-21.3546,0.16864
,5.9,-21.1071,0.06703
,6,-20.9179,6.5294e-2
,6.1,-21.3138,0.87953
,6.2,-18.7947,6.0344e-2
,6.3,-17.7078,1.9815
,6.4,-17.6408,0.71354
,6.5,-17.9602,0.91713
,6.6,-17.4422,0.54751
,6.7,-17.4004,0.64162
,6.8,-15.9748,1.78067
,6.9,-12.3836,1.99878
,7,-11.6446,0.85993
,7.1,-11.4516,0.8447
,7.2,-11.098,0.34997
,7.3,-9.07386,0.29948
,7.4,-6.8748,0.8248
,7.5,-4.6615,-1.8094e-2
,7.6,-1.82126,-0.50702
,7.7,-1.03098,-0.74617
,7.8,-1.0152,-1.31235
,7.9,-0.83207,7.8303e-2
,8,-1.59695,-1.00794
,8.1,-1.24238,-1.17115
,8.2,-1.59014,0.29
,8.3,-0.94633,-1.22783
,8.4,0.83079,-1.32739
,8.5,1.68127,0.15517
,8.6,0.61521,-1.32014
,8.7,0.58943,-1.02545
,8.8,-0.61641,-1.18473
,8.9,-1.84098,-1.14697
,9,-5.21948,-0.50537
,9.1,-5.95846,0.13094
,9.2,-8.66655,0.11394
,9.3,-10.6034,-0.2344
,9.4,-12.5733,-7.9041e-2
