DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-3.5898,-3.56783
,0.1,-3.76675,-3.08921
,0.2,-3.87748,-6.33317
,0.3,-2.10061,-2.8287
,0.4,-3.88906,-6.21127
,0.5,-4.90265,-0.95489
,0.6,-3.9995,-5.73773
,0.7,-2.89815,-2.10059
,0.8,-5.23195,-4.72429
,0.9,-5.44701,-1.96588
,1,-4.1033,-3.04568
,1.1,-6.65991,-2.83123
,1.2,-9.40971,-2.05098
,1.3,-10.9764,-1.5635
,1.4,-13.2016,-2.8135
,1.5,-14.256,-1.70637
,1.6,-16.1318,-1.52075
,1.7,-18.4558,0.60691
,1.8,-21.6499,0.78353
,1.9,-26.9687,-6.0796e-2
,2,-26.5247,-1.1397
,2.1,-27.8516,-1.08506
,2.2,-29.1418,-1.40399
,2.3,-31.3722,-2.11862
,2.4,-31.7145,-3.02367
,2.5,-32.2867,-2.56523
,2.6,-32.4313,-2.99799
,2.7,-30.9134,-0.57619
,2.8,-29.2479,-5.3991
,2.9,-28.3042,-2.52325
,3,-28.2281,-3.28207
,3.1,-28.2712,-3.28695
,3.2,-24.8096,-2.90309
,3.3,-20.1485,-4.16777
,3.4,-18.721,-4.68878
,3.5,-18.2644,-3.76712
,3.6,-16.4204,-4.20167
,3.7,-12.8051,-2.78332
,3.8,-9.07982,-3.27778
,3.9,-4.54425,-2.631
,4,-3.03847,-2.34014
,4.1,-0.97195,-2.2394
,4.2,-1.58642,-1.33132
,4.3,-0.33193,-1.21332
,4.4,2.59338,-0.96054
,4.5,0.26229,-1.43545
,4.6,-2.3951,-1.33372
,4.7,-2.72021,-0.69274
,4.8,-0.91354,-1.46986
,4.9,-2.69432,-0.70357
,5,-8.21726,1.71403
,5.1,-9.31812,0.88559
,5.2,-9.74728,1.19113
,5.3,-13.5991,0.75289
,5.4,-17.4273,0.84661
,5.5,-17.6966,-2.5007e-2
,5.6,-17.7302,1.23075
,5.7,-19.1039,0.24168
,5.8,-21.534,0.81793
,5.9,-23.3545,-1.19722
,6,-25.0733,-0.68173
,6.1,-25.1414,2.84418
,6.2,-25.4542,-0.75072
,6.3,-26.0682,-0.15604
,6.4,-23.2834,-1.60305
,6.5,-24.5901,-2.28366
,6.6,-23.691,-2.2022
,6.7,-24.1197,-1.80757
,6.8,-24.2463,-2.70493
,6.9,-24.7386,-1.76466
,7,-25.2651,-1.86903
,7.1,-25.4735,-1.67705
,7.2,-24.0635,0.17222
,7.3,-21.1317,-1.24932
,7.4,-18.5775,0.25167
,7.5,-18.1847,-0.26311
,7.6,-16.9968,0.19771
,7.7,-13.1417,-0.58747
,7.8,-9.26842,-3.49135
,7.9,-6.36583,-2.6533
,8,-4.80062,-1.96943
,8.1,-3.87801,-2.75487
,8.2,-3.01419,-3.06286
,8.3,-2.72933,-3.20108
,8.4,-2.42646,-3.73857
,8.5,-1.78446,-4.11572
,8.6,-0.42326,-4.25936
,8.7,-0.3547,-2.24478
,8.8,-0.59841,-4.52775
,8.9,-0.82864,-4.01702
,9,-1.59104,-3.75268
,9.1,-0.96557,-4.93575
,9.2,-4.3817e-2,-5.05044
,9.3,-1.18332,-4.6851
