DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-2.68892,-4.19956
,0.1,-2.78316,-5.95326
,0.2,-3.62893,-3.62855
,0.3,-2.50429,-3.59484
,0.4,-2.70214,-3.21192
,0.5,-2.48407,-3.69562
,0.6,-2.61938,-4.20061
,0.7,-2.85153,-3.827
,0.8,-4.89256,-4.23483
,0.9,-6.44387,-3.24227
,1,-7.33989,-3.95675
,1.1,-11.7304,-3.26736
,1.2,-16.4388,-3.61003
,1.3,-22.1355,-3.3224
,1.4,-23.8807,-2.02464
,1.5,-24.8581,-1.69052
,1.6,-27.2314,-4.01026
,1.7,-27.6428,-2.81194
,1.8,-30.0686,-3.88212
,1.9,-30.2456,-3.68265
,2,-32.7192,-2.68818
,2.1,-33.785,-3.88271
,2.2,-36.0544,-3.6243
,2.3,-36.2927,-4.1133
,2.4,-38.2554,-4.66701
,2.5,-39.7319,-3.71334
,2.6,-39.5343,-3.7369
,2.7,-37.485,-5.04462
,2.8,-33.1739,-4.70294
,2.9,-32.9316,-5.03835
,3,-31.9199,-5.16879
,3.1,-27.9449,-5.53861
,3.2,-17.941,-3.13973
,3.3,-16.2245,-4.03695
,3.4,-16.6657,-4.40743
,3.5,-14.658,-3.57828
,3.6,-10.9624,-4.26692
,3.7,-6.34962,-3.19235
,3.8,-3.88181,-3.67526
,3.9,-3.08328,-4.21173
,4,-3.34105,-7.52459
,4.1,-0.75378,-4.53655
,4.2,-1.78154,-4.20088
,4.3,-1.17132,-5.61635
,4.4,-0.94426,-5.08909
,4.5,-1.49883,-5.14522
,4.6,-2.3971,-5.6789
,4.7,-2.14735,-3.91816
,4.8,-4.81501,-4.56549
,4.9,-7.56767,-3.16437
,5,-10.2219,-2.29812
,5.1,-13.2939,-2.78586
,5.2,-17.5518,-1.8764
,5.3,-21.1519,-6.33195
,5.4,-25.1726,-1.26752
,5.5,-27.6837,-1.98855
,5.6,-30.5512,-1.12721
,5.7,-32.1426,-2.35334
,5.8,-33.5629,-4.24429
,5.9,-32.2887,-2.23633
,6,-32.7578,-2.64374
,6.1,-33.5453,-2.48136
,6.2,-32.4057,-1.16984
,6.3,-32.8531,-2.28261
,6.4,-32.4971,-1.61535
,6.5,-32.8603,-2.13717
,6.6,-33.1336,0.90976
,6.7,-32.7355,-2.65253
,6.8,-31.8441,-1.50995
,6.9,-33.191,-3.7856
,7,-32.1603,-2.64582
,7.1,-31.4384,-1.63731
,7.2,-30.6838,-3.48758
,7.3,-20.4232,-6.31781
,7.4,-17.1296,-2.91156
,7.5,-14.5533,-3.26447
,7.6,-13.9853,-3.80821
,7.7,-8.72359,-2.86975
,7.8,-5.76527,-3.74362
,7.9,-4.18904,-3.4076
,8,-4.62105,-4.43891
,8.1,-4.33605,-2.51259
,8.2,-3.53973,-2.07548
,8.3,-2.91549,-1.58224
,8.4,-1.99171,-2.04588
,8.5,-3.00237,-1.16483
,8.6,-2.02512,-0.54824
,8.7,-2.36681,-2.35862
,8.8,-2.71683,-0.47129
,8.9,-2.44652,-2.45648
,9,-0.95523,-2.57469
,9.1,-0.83155,-3.10111
,9.2,-0.49464,-5.79608
