DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-0.54108,-4.57859
,0.1,-0.88783,-3.31889
,0.2,-0.74247,-3.62726
,0.3,-0.63461,-5.02146
,0.4,-0.28101,-4.05257
,0.5,-0.18476,-4.04045
,0.6,-0.51811,-3.09534
,0.7,-0.26694,-3.67567
,0.8,-1.8131,-4.35066
,0.9,-0.64955,-3.68565
,1,-0.85972,-3.52826
,1.1,-0.71506,-4.28581
,1.2,-0.78794,-3.90779
,1.3,-0.98756,-4.38164
,1.4,-1.12357,-3.44531
,1.5,-2.94844,-3.86313
,1.6,-4.80835,-4.12798
,1.7,-6.45288,-3.27796
,1.8,-6.97898,-3.42128
,1.9,-10.7583,-2.86638
,2,-14.1339,-1.83939
,2.1,-16.6734,-2.10287
,2.2,-19.6187,-3.05665
,2.3,-19.1519,-1.54992
,2.4,-17.4652,-0.95651
,2.5,-18.182,-0.99602
,2.6,-18.5052,1.29154
,2.7,-19.954,-1.52445
,2.8,-19.2651,-1.57549
,2.9,-18.4841,-2.6055
,3,-17.0485,-1.61247
,3.1,-17.2654,-1.17853
,3.2,-17.2908,-3.28418
,3.3,-16.861,-1.9553
,3.4,-16.7348,-1.88451
,3.5,-17.2704,-1.50591
,3.6,-16.928,-2.02532
,3.7,-17.5824,-3.28789
,3.8,-17.0779,-0.65308
,3.9,-15.5574,-2.42284
,4,-10.3149,-3.49008
,4.1,-5.06181,-3.92358
,4.2,-3.62927,-3.17515
,4.3,-3.29915,-5.1605
,4.4,-1.99993,-4.06913
,4.5,-1.63372,-6.17623
,4.6,0.72631,-5.43391
,4.7,0.49937,-5.78982
,4.8,1.04667,-7.10438
,4.9,1.32781,-4.65796
,5,1.32541,-6.3516
,5.1,1.06466,-6.04627
,5.2,1.18023,-5.67557
,5.3,0.11756,-5.02864
,5.4,-0.88742,-4.38441
,5.5,-2.65856,-4.50913
,5.6,-8.13604,-3.17544
,5.7,-14.6783,-3.75256
,5.8,-17.9078,-3.98753
,5.9,-21.4846,-6.38604
,6,-24.3793,-2.69742
,6.1,-25.8869,-4.42545
,6.2,-26.5231,-4.67604
,6.3,-26.2427,-4.51302
,6.4,-27.2823,-4.45852
,6.5,-27.6304,-4.84512
,6.6,-26.582,-7.7545
,6.7,-27.9946,-2.5054
,6.8,-28.1395,-4.42506
,6.9,-27.0325,-4.52864
,7,-28.2447,-5.28959
,7.1,-28.1072,-4.90041
,7.2,-27.2317,-4.03729
,7.3,-27.9419,-5.65947
,7.4,-25.9868,-5.04475
,7.5,-25.1114,-4.74006
,7.6,-25.7232,-6.91125
,7.7,-23.4176,-6.42004
,7.8,-16.6677,-6.58335
,7.9,-10.7467,-5.6371
,8,-4.01405,-4.15808
,8.1,-3.06475,-5.4936
,8.2,-3.93075,-4.94341
,8.3,-3.59042,-4.4879
,8.4,-1.85792,-5.34828
,8.5,-1.59195,-4.72107
,8.6,-1.29895,-5.42795
,8.7,-2.20046,-4.62451
,8.8,-0.91669,-4.2758
,8.9,-1.25942,-4.22515
,9,-1.62719,-5.77846
,9.1,-0.65478,-5.89145
,9.2,-4.4088e-2,-5.32201
,9.3,-0.66411,-6.15196
