DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,-1.91437,-3.89193
,0.1,-1.0589,-4.18225
,0.2,-2.51976,-3.98382
,0.3,-1.99164,-4.70714
,0.4,-1.60384,-4.99751
,0.5,-2.57401,-8.70192
,0.6,-1.77452,-12.5612
,0.7,-1.21654,-16.0018
,0.8,-2.2679,-19.7512
,0.9,-3.82898,-26.9545
,1,-4.23385,-33.2379
,1.1,-5.70489,-37.1335
,1.2,-6.45399,-40.2487
,1.3,-6.17379,-42.4949
,1.4,-6.67035,-43.8357
,1.5,-7.16489,-45.7723
,1.6,-7.16392,-46.2563
,1.7,-7.42297,-47.6386
,1.8,-8.27601,-49.4939
,1.9,-8.41096,-50.229
,2,-7.97896,-51.16
,2.1,-8.66552,-50.9078
,2.2,-7.50763,-51.3207
,2.3,-7.25042,-47.8858
,2.4,-5.62087,-43.7089
,2.5,-5.88348,-39.8121
,2.6,-5.02466,-36.3212
,2.7,-3.62117,-35.5282
,2.8,-2.42811,-29.3376
,2.9,-1.08699,-26.2877
,3,-2.10747,-23.6923
,3.1,-1.54147,-22.2208
,3.2,-0.61944,-19.8086
,3.3,0.51692,-18.1383
,3.4,1.04819,-15.7115
,3.5,2.10485,-11.0084
,3.6,1.43684,-8.64362
,3.7,0.63749,-6.0908
,3.8,0.22769,-4.92216
,3.9,0.47991,-1.56963
,4,0.70018,-0.58676
,4.1,-0.27238,0.86864
,4.2,-0.4555,1.64504
,4.3,-8.4772e-2,2.41504
,4.4,3.7983e-2,0.33595
,4.5,-0.94621,0.31614
,4.6,-0.95889,-0.69705
,4.7,-0.89444,-3.4345
,4.8,-1.96781,-7.93167
,4.9,-3.18843,-13.7511
,5,-3.49742,-19.1754
,5.1,-3.21958,-23.759
,5.2,-3.43189,-25.1002
,5.3,-4.33632,-27.5068
,5.4,-4.41687,-30.6664
,5.5,-6.35247,-31.6011
,5.6,-6.29114,-34.7345
,5.7,-6.97821,-36.1545
,5.8,-8.24382,-34.8643
,5.9,-7.20173,-37.2129
,6,-7.94421,-36.6663
,6.1,-6.6366,-38.2916
,6.2,-8.04134,-38.552
,6.3,-7.44289,-38.7549
,6.4,-7.81541,-38.4184
,6.5,-8.92621,-39.0536
,6.6,-8.65542,-38.3966
,6.7,-10.4858,-38.9829
,6.8,-10.0209,-39.8139
,6.9,-9.92586,-41.0069
,7,-10.1938,-41.2289
,7.1,-9.785,-40.4667
,7.2,-9.27898,-38.1606
,7.3,-8.60353,-35.491
,7.4,-7.60011,-34.4335
,7.5,-7.84301,-31.0795
,7.6,-6.00032,-26.3605
,7.7,-5.19652,-23.7384
,7.8,-3.59498,-22.5395
,7.9,-4.80957,-21.7087
,8,-2.3209,-19.4221
,8.1,-1.14115,-15.9538
,8.2,-0.6248,-10.9977
,8.3,0.107,-6.45005
,8.4,-2.62998,-2.69611
,8.5,-3.50117,-0.64757
,8.6,-2.70965,0.00615
,8.7,-3.17498,0.92664
,8.8,-2.84446,1.33052
,8.9,-2.59289,1.47512
,9,-3.08513,2.10314
,9.1,-2.20173,1.13912
,9.2,-3.08553,0.18299
,9.3,-3.30825,-3.31169
