DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,1.1728,-1.13984
,0.1,0.29416,2.28813
,0.2,0.61272,1.48384
,0.3,1.40654,-0.45989
,0.4,1.16237,-2.23705
,0.5,0.70731,-6.76259
,0.6,1.59732,-11.0445
,0.7,2.14397,-12.3306
,0.8,1.80892,-14.0229
,0.9,2.75022,-15.6162
,1,2.54593,-19.0986
,1.1,2.3639,-19.438
,1.2,1.20688,-18.3169
,1.3,1.46511,-18.9168
,1.4,2.95798,-20.6136
,1.5,1.59451,-21.2971
,1.6,0.70359,-21.5252
,1.7,-1.10588,-22.8788
,1.8,-0.95739,-25.2657
,1.9,-0.59648,-26.0448
,2,-5.4555e-2,-27.2389
,2.1,-1.8241,-26.9037
,2.2,0.11979,-25.8498
,2.3,1.44177,-22.019
,2.4,2.62963,-17.7915
,2.5,3.66139,-17.2385
,2.6,2.47184,-16.3675
,2.7,2.98128,-16.4317
,2.8,3.04112,-14.0129
,2.9,2.61908,-12.2283
,3,2.59621,-11.5255
,3.1,3.31858,-11.026
,3.2,3.43056,-9.32573
,3.3,3.27823,-8.48588
,3.4,2.35617,-7.40131
,3.5,2.12774,-6.71608
,3.6,1.67262,-4.02245
,3.7,2.60108,-3.10972
,3.8,2.05144,-0.65885
,3.9,1.90412,-0.12185
,4,0.53032,2.206e-3
,4.1,1.99054,-0.16462
,4.2,2.34271,-0.42905
,4.3,1.7458,-0.40426
,4.4,2.04851,-1.11532
,4.5,1.73819,-5.1964
,4.6,1.30416,-5.5796
,4.7,-0.12651,-6.52132
,4.8,2.20711,-7.80277
,4.9,1.5011,-11.9354
,5,1.38882,-12.5816
,5.1,2.05669,-14.8901
,5.2,0.7586,-16.2589
,5.3,0.31411,-18.3983
,5.4,-0.93934,-20.2221
,5.5,0.98456,-18.5644
,5.6,0.7093,-19.2521
,5.7,0.87175,-18.032
,5.8,0.23488,-19.2066
,5.9,0.88614,-18.2711
,6,0.50009,-18.6647
,6.1,0.53414,-19.2904
,6.2,-0.64652,-18.7687
,6.3,0.56285,-17.8673
,6.4,0.12417,-17.69
,6.5,2.15597,-17.4277
,6.6,1.42814,-17.3166
,6.7,1.95555,-16.5222
,6.8,2.1547,-14.0276
,6.9,2.29586,-11.4418
,7,2.14421,-10.2996
,7.1,2.80118,-9.63336
,7.2,1.60929,-8.06127
,7.3,1.20338,-7.65184
,7.4,1.13751,-6.99224
,7.5,1.60022,-7.04535
,7.6,2.02451,-5.47503
,7.7,0.84722,-3.30077
,7.8,2.2151,-2.72291
,7.9,2.51796,-0.80073
,8,1.13045,0.85676
,8.1,2.04048,-0.29111
,8.2,1.55436,0.83137
,8.3,0.84517,2.20522
,8.4,2.28132,1.86616
,8.5,2.58958,2.49973
,8.6,2.44231,3.0632
,8.7,2.25542,3.35984
,8.8,2.93311,2.87186
,8.9,1.96613,1.23979
,9,1.74459,0.31534
,9.1,2.06698,1.43829
,9.2,1.56989,-0.7351
,9.3,1.55397,-5.46953
,9.4,0.7371,-9.37613
,9.5,-1.13974,-10.0096
,9.6,-0.9672,-13.546
,9.7,-0.45985,-17.0809
,9.8,-1.30546,-17.2655
