DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,4.50168,-20.9868
,0.1,2.64319,-21.2813
,0.2,5.21414,-21.4952
,0.3,5.34616,-21.7265
,0.4,2.9202,-21.7629
,0.5,4.08054,-22.6301
,0.6,6.27227,-21.8259
,0.7,8.7125,-20.741
,0.8,5.64749,-20.277
,0.9,8.57326,-18.0498
,1,12.7035,-19.5973
,1.1,9.00096,-22.2036
,1.2,12.0662,-18.8086
,1.3,11.6337,-19.231
,1.4,8.99672,-16.9372
,1.5,11.6554,-19.2719
,1.6,12.1089,-19.4841
,1.7,9.26311,-19.0743
,1.8,11.8068,-19.5703
,1.9,12.7192,-19.1425
,2,10.9018,-18.5456
,2.1,9.2141,-19.3509
,2.2,5.66809,-19.9397
,2.3,5.18099,-21.0527
,2.4,6.05702,-21.0119
,2.5,4.18993,-21.0013
,2.6,3.31452,-22.3259
,2.7,1.7511,-20.6799
,2.8,0.63082,-23.3506
,2.9,0.26047,-22.9238
,3,-0.31319,-23.1092
,3.1,-1.02717,-22.591
,3.2,-1.04607,-23.1115
,3.3,-2.13665,-23.9261
,3.4,-2.10452,-24.7203
,3.5,-1.16512,-22.8289
,3.6,0.45448,-23.0278
,3.7,0.55424,-22.7465
,3.8,-0.50419,-23.228
,3.9,-0.88835,-22.33
,4,-1.14518,-22.4253
,4.1,-0.966,-21.9815
,4.2,0.79934,-23.5674
,4.3,-0.20803,-23.0698
,4.4,0.92002,-22.9712
,4.5,0.96151,-21.9091
,4.6,2.83814,-22.7004
,4.7,4.78882,-22.7167
,4.8,5.81134,-22.8688
,4.9,6.53965,-20.5984
,5,8.8542,-20.2747
,5.1,8.9727,-20.6585
,5.2,8.74363,-19.943
,5.3,8.79597,-20.5997
,5.4,8.93191,-19.449
,5.5,9.59768,-18.8948
,5.6,9.2427,-19.0817
,5.7,9.80139,-18.4516
,5.8,9.8863,-18.4234
,5.9,8.91514,-19.161
,6,10.7654,-18.9699
,6.1,9.83604,-18.7058
,6.2,10.63,-18.4426
,6.3,10.4505,-19.395
,6.4,10.4585,-19.6089
,6.5,9.26425,-19.252
,6.6,9.10586,-20.1678
,6.7,7.12017,-23.5832
,6.8,5.41308,-19.3193
,6.9,4.44409,-20.5334
,7,2.81349,-21.7956
,7.1,1.02711,-22.9684
,7.2,1.77163,-22.4128
,7.3,1.73286,-20.513
,7.4,0.49533,-23.0465
,7.5,0.28553,-22.9454
,7.6,0.42364,-23.821
,7.7,0.32726,-22.544
,7.8,-0.57449,-26.0019
,7.9,0.17905,-22.9567
,8,-1.74892,-23.9813
,8.1,-0.77592,-23.7476
,8.2,-0.74215,-23.3851
,8.3,-1.11401,-23.5538
,8.4,0.34332,-23.5292
,8.5,-3.6797e-2,-21.2756
,8.6,-0.11427,-24.3092
,8.7,-2.631e-3,-24.6145
,8.8,-0.53073,-23.1005
,8.9,-0.30579,-23.6287
,9,0.84351,-24.0338
,9.1,2.1977,-24.6053
,9.2,4.95274,-21.0742
,9.3,7.67621,-18.5628
,9.4,8.71047,-20.8818
,9.5,9.57918,-20.9873
,9.6,10.3461,-19.3995
,9.7,11.3386,-18.0041
