DataTypeVer2.0,Time,GonioMeter,GonioMeter
NumberOfData,,480,480
PreTriggerData,,0,0
SamplingTime[ms],,100.000,100.000
DataLabel,,GonioCh1[1],GonioCh2[1]
DataUnit,sec,deg,deg
,0,6.35839,-20.6792
,0.1,2.17536,-20.8285
,0.2,6.18183,-21.1203
,0.3,6.33037,-20.5184
,0.4,3.02198,-20.7534
,0.5,3.70783,-20.7097
,0.6,9.51329,-19.6131
,0.7,10.9383,-18.142
,0.8,8.80388,-18.369
,0.9,11.0103,-17.3456
,1,13.7376,-16.8985
,1.1,13.9557,-16.865
,1.2,13.8591,-16.8495
,1.3,15.3261,-16.6592
,1.4,15.0754,-15.8192
,1.5,15.2869,-14.4283
,1.6,16.9332,-15.8447
,1.7,16.5189,-14.9977
,1.8,17.7988,-13.8563
,1.9,18.1294,-13.6101
,2,18.9209,-13.7538
,2.1,16.7477,-14.2171
,2.2,19.3997,-14.7408
,2.3,17.6262,-14.0619
,2.4,15.236,-15.2302
,2.5,15.1794,-14.1099
,2.6,14.2297,-15.371
,2.7,8.56316,-15.1969
,2.8,6.69309,-19.3137
,2.9,5.63891,-19.6819
,3,3.81329,-19.4323
,3.1,1.57771,-19.7687
,3.2,0.35042,-20.5128
,3.3,-0.34953,-20.2453
,3.4,7.042e-3,-20.552
,3.5,-0.32333,-19.8776
,3.6,0.69661,-19.1765
,3.7,1.21963,-20.3788
,3.8,0.95648,-20.1398
,3.9,1.0984,-20.2747
,4,0.76179,-20.1043
,4.1,1.87423,-23.6845
,4.2,1.40001,-20.3766
,4.3,1.26377,-19.5015
,4.4,2.27503,-21.2321
,4.5,3.3579,-20.6438
,4.6,4.22203,-20.1574
,4.7,7.0307,-18.5373
,4.8,7.90197,-18.4974
,4.9,11.4775,-17.3337
,5,14.1382,-14.72
,5.1,15.6003,-14.2764
,5.2,16.5416,-14.6507
,5.3,17.2558,-12.6288
,5.4,18.1076,-11.9804
,5.5,18.6207,-12.1545
,5.6,18.7757,-12.3024
,5.7,17.6855,-11.8968
,5.8,18.7848,-11.3765
,5.9,18.1507,-12.9752
,6,17.1876,-15.4705
,6.1,16.9592,-12.4651
,6.2,17.0724,-13.4875
,6.3,16.8548,-12.4518
,6.4,17.7161,-12.5992
,6.5,17.0918,-12.6492
,6.6,17.0861,-12.1135
,6.7,16.5636,-13.1956
,6.8,14.8963,-11.9559
,6.9,13.896,-10.7827
,7,12.6833,-12.8012
,7.1,9.50084,-14.2858
,7.2,7.08556,-16.1505
,7.3,5.25588,-16.8088
,7.4,5.72841,-17.92
,7.5,3.19961,-18.619
,7.6,1.3824,-18.9655
,7.7,1.76155,-19.3326
,7.8,0.9681,-18.9256
,7.9,0.2415,-16.8464
,8,0.26946,-19.1545
,8.1,-0.10217,-18.7502
,8.2,0.93223,-18.6977
,8.3,1.54704,-19.0432
,8.4,0.59651,-19.1357
,8.5,9.2288e-2,-19.4756
,8.6,3.63596,-19.5078
,8.7,1.42635,-19.1372
,8.8,-0.45865,-19.1115
,8.9,0.52396,-19.5772
,9,2.51655,-21.1851
,9.1,6.04515,-19.1008
,9.2,7.65358,-18.5163
,9.3,9.33988,-17.0452
,9.4,8.53743,-17.7019
,9.5,7.70844,-19.839
,9.6,7.78952,-17.0899
,9.7,7.83213,-16.3739
,9.8,9.60002,-14.4783
